Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,attr,method
2012,us,All,All Origins,A,3,nvss,YLL,crude rate,1912.61573458217,1966.49223414786,2020.36873371356,attributable,DI
2012,us,All,All Origins,A,4,nvss,Deaths,absolute number,15189.0739291035,15616.935166543,16044.7964039826,attributable,DI
2012,us,All,All Origins,A,4,nvss,Deaths,age-adjusted rate,5.09131732007712,5.23473470937507,5.37815209867301,attributable,DI
2012,us,All,All Origins,A,4,nvss,Deaths,crude rate,34.9107381637361,35.8941392387709,36.8775403138057,attributable,DI
2012,us,All,All Origins,A,4,nvss,YLL,absolute number,341910.407160322,351541.68623526,361172.965310199,attributable,DI
2012,us,All,All Origins,A,4,nvss,YLL,age-adjusted rate,160.682638786817,165.208910301939,169.73518181706,attributable,DI
2012,us,All,All Origins,A,4,nvss,YLL,crude rate,785.850721087041,807.987361117661,830.124001148282,attributable,DI
2012,us,All,All Origins,A,5,nvss,Deaths,absolute number,6746.93940333546,6936.99403441533,7127.0486654952,attributable,DI
2012,us,All,All Origins,A,5,nvss,Deaths,age-adjusted rate,7.29417534978186,7.49964507794473,7.7051148061076,attributable,DI
2012,us,All,All Origins,A,5,nvss,Deaths,crude rate,42.875797817194,44.083566769791,45.291335722388,attributable,DI
2012,us,All,All Origins,A,5,nvss,YLL,absolute number,154823.348714346,159184.569804891,163545.790895436,attributable,DI
2012,us,All,All Origins,A,5,nvss,YLL,age-adjusted rate,205.708648088438,211.503257893746,217.297867699054,attributable,DI
2012,us,All,All Origins,A,5,nvss,YLL,crude rate,983.879385899857,1011.59429817873,1039.3092104576,attributable,DI
2012,us,All,All Origins,A,6,nvss,Deaths,absolute number,12565.8172586,12919.7839419409,13273.7506252817,attributable,DI
2012,us,All,All Origins,A,6,nvss,Deaths,age-adjusted rate,5.1019300286173,5.24564636745159,5.38936270628588,attributable,DI
2012,us,All,All Origins,A,6,nvss,Deaths,crude rate,34.3987414646232,35.3677200974295,36.3366987302358,attributable,DI
2012,us,All,All Origins,A,6,nvss,YLL,absolute number,254316.392938591,261480.234993199,268644.077047807,attributable,DI
2012,us,All,All Origins,A,6,nvss,YLL,age-adjusted rate,131.974840362241,135.692441499205,139.41004263617,attributable,DI
2012,us,All,All Origins,A,6,nvss,YLL,crude rate,696.187416295815,715.798329430909,735.409242566002,attributable,DI
2012,us,All,All Origins,A,7,nvss,Deaths,absolute number,6896.76171438661,7091.03669225665,7285.3116701267,attributable,DI
2012,us,All,All Origins,A,7,nvss,Deaths,age-adjusted rate,3.66398732680839,3.76719823742271,3.87040914803703,attributable,DI
2012,us,All,All Origins,A,7,nvss,Deaths,crude rate,31.8187540522176,32.7150569832659,33.6113599143143,attributable,DI
2012,us,All,All Origins,A,7,nvss,YLL,absolute number,131312.723519915,135011.673478222,138710.62343653,attributable,DI
2012,us,All,All Origins,A,7,nvss,YLL,age-adjusted rate,93.0748888287427,95.6967166830735,98.3185445374043,attributable,DI
2012,us,All,All Origins,A,7,nvss,YLL,crude rate,605.82160536173,622.887002695863,639.952400029997,attributable,DI
2012,us,All,All Origins,F,1,nvss,Deaths,absolute number,9286.28600799289,9547.8715293448,9809.45705069671,attributable,DI
2012,us,All,All Origins,F,1,nvss,Deaths,age-adjusted rate,9.39033050720818,9.6548468595239,9.91936321183962,attributable,DI
2012,us,All,All Origins,F,1,nvss,Deaths,crude rate,149.30032312561,153.505966030557,157.711608935503,attributable,DI
2012,us,All,All Origins,F,1,nvss,YLL,absolute number,130307.48566714,133978.119066214,137648.752465289,attributable,DI
2012,us,All,All Origins,F,1,nvss,YLL,age-adjusted rate,243.840211798894,250.708950159427,257.577688519959,attributable,DI
2012,us,All,All Origins,F,1,nvss,YLL,crude rate,2095.01944039249,2154.03407251622,2213.04870463995,attributable,DI
2012,us,All,All Origins,F,2,nvss,Deaths,absolute number,7701.57940825877,7918.52530708296,8135.47120590715,attributable,DI
2012,us,All,All Origins,F,2,nvss,Deaths,age-adjusted rate,9.66424688734228,9.93647919402798,10.2087115007137,attributable,DI
2012,us,All,All Origins,F,2,nvss,Deaths,crude rate,93.5694340035068,96.205192707831,98.8409514121551,attributable,DI
2012,us,All,All Origins,F,2,nvss,YLL,absolute number,143964.06708482,148019.392918195,152074.71875157,attributable,DI
2012,us,All,All Origins,F,2,nvss,YLL,age-adjusted rate,318.298289969351,327.264438982572,336.230587995793,attributable,DI
2012,us,All,All Origins,F,2,nvss,YLL,crude rate,1749.07451574469,1798.34422041355,1847.61392508241,attributable,DI
2012,us,All,All Origins,F,3,nvss,Deaths,absolute number,29138.668998409,29959.476575829,30780.284153249,attributable,DI
2012,us,All,All Origins,F,3,nvss,Deaths,age-adjusted rate,9.08733531042407,9.34331658677404,9.59929786312402,attributable,DI
2012,us,All,All Origins,F,3,nvss,Deaths,crude rate,98.2552721753513,101.023026321136,103.79078046692,attributable,DI
2012,us,All,All Origins,F,3,nvss,YLL,absolute number,509963.784585724,524328.961616308,538694.138646892,attributable,DI
2012,us,All,All Origins,F,3,nvss,YLL,age-adjusted rate,268.403828999488,275.964500238911,283.525171478333,attributable,DI
2012,us,All,All Origins,F,3,nvss,YLL,crude rate,1719.59228668882,1768.03150603216,1816.47072537551,attributable,DI
2012,us,All,All Origins,F,4,nvss,Deaths,absolute number,7231.19889016431,7434.89463354922,7638.59037693413,attributable,DI
2012,us,All,All Origins,F,4,nvss,Deaths,age-adjusted rate,4.16637724642336,4.28373998575923,4.4011027250951,attributable,DI
2012,us,All,All Origins,F,4,nvss,Deaths,crude rate,31.4111460855009,32.2959671019939,33.1807881184868,attributable,DI
2012,us,All,All Origins,F,4,nvss,YLL,absolute number,148171.905545417,152345.762039654,156519.618533891,attributable,DI
2012,us,All,All Origins,F,4,nvss,YLL,age-adjusted rate,124.046271899374,127.540533079638,131.034794259902,attributable,DI
2012,us,All,All Origins,F,4,nvss,YLL,crude rate,643.634539935656,661.765090356379,679.895640777101,attributable,DI
2012,us,All,All Origins,F,5,nvss,Deaths,absolute number,3690.84951161422,3794.81710349067,3898.78469536713,attributable,DI
2012,us,All,All Origins,F,5,nvss,Deaths,age-adjusted rate,6.69691940893583,6.88556502608895,7.07421064324207,attributable,DI
2012,us,All,All Origins,F,5,nvss,Deaths,crude rate,41.0873680593551,42.2447587089144,43.4021493584737,attributable,DI
2012,us,All,All Origins,F,5,nvss,YLL,absolute number,78011.4015245714,80208.9057928691,82406.4100611669,attributable,DI
2012,us,All,All Origins,F,5,nvss,YLL,age-adjusted rate,173.609324253998,178.49972775411,183.390131254223,attributable,DI
2012,us,All,All Origins,F,5,nvss,YLL,crude rate,868.440492406947,892.903604869115,917.366717331282,attributable,DI
2012,us,All,All Origins,F,6,nvss,Deaths,absolute number,5457.5407744394,5611.27431738135,5765.00786032331,attributable,DI
2012,us,All,All Origins,F,6,nvss,Deaths,age-adjusted rate,4.45863865920134,4.58423411439011,4.70982956957887,attributable,DI
2012,us,All,All Origins,F,6,nvss,Deaths,crude rate,28.7598152811016,29.5699509228228,30.380086564544,attributable,DI
2012,us,All,All Origins,F,6,nvss,YLL,absolute number,105277.637259519,108243.204506266,111208.771753013,attributable,DI
2012,us,All,All Origins,F,6,nvss,YLL,age-adjusted rate,108.624717681238,111.684568883526,114.744420085814,attributable,DI
2012,us,All,All Origins,F,6,nvss,YLL,crude rate,554.785667382503,570.413432660884,586.041197939264,attributable,DI
2012,us,All,All Origins,F,7,nvss,Deaths,absolute number,2512.2173227038,2582.98400785038,2653.75069299697,attributable,DI
2012,us,All,All Origins,F,7,nvss,Deaths,age-adjusted rate,3.18460890036864,3.27431619333677,3.3640234863049,attributable,DI
2012,us,All,All Origins,F,7,nvss,Deaths,crude rate,23.1456290856406,23.7976186373488,24.449608189057,attributable,DI
2012,us,All,All Origins,F,7,nvss,YLL,absolute number,49151.9480438484,50536.5099605765,51921.0718773046,attributable,DI
2012,us,All,All Origins,F,7,nvss,YLL,age-adjusted rate,80.0186167478367,82.2726622900293,84.5267078322219,attributable,DI
2012,us,All,All Origins,F,7,nvss,YLL,crude rate,452.848066916115,465.604350491217,478.360634066319,attributable,DI
2012,us,All,All Origins,M,1,nvss,Deaths,absolute number,8053.47804964543,8280.33658625516,8507.19512286489,attributable,DI
2012,us,All,All Origins,M,1,nvss,Deaths,age-adjusted rate,12.2219154079887,12.5661947152559,12.9104740225232,attributable,DI
2012,us,All,All Origins,M,1,nvss,Deaths,crude rate,131.185866610893,134.881243135144,138.576619659395,attributable,DI
2012,us,All,All Origins,M,1,nvss,YLL,absolute number,146875.774070103,151013.119818557,155150.465567011,attributable,DI
2012,us,All,All Origins,M,1,nvss,YLL,age-adjusted rate,371.711975637602,382.182735514717,392.653495391833,attributable,DI
2012,us,All,All Origins,M,1,nvss,YLL,crude rate,2392.50986800425,2459.90451217339,2527.29915634252,attributable,DI
2012,us,All,All Origins,M,2,nvss,Deaths,absolute number,7550.87188707976,7763.57250361722,7976.27312015467,attributable,DI
2012,us,All,All Origins,M,2,nvss,Deaths,age-adjusted rate,13.6937150950615,14.0794535484435,14.4651920018256,attributable,DI
2012,us,All,All Origins,M,2,nvss,Deaths,crude rate,87.9020766019437,90.3781914358013,92.8543062696589,attributable,DI
2012,us,All,All Origins,M,2,nvss,YLL,absolute number,187460.979677955,192741.570654799,198022.161631642,attributable,DI
2012,us,All,All Origins,M,2,nvss,YLL,age-adjusted rate,490.367747336098,504.180923317396,517.994099298695,attributable,DI
2012,us,All,All Origins,M,2,nvss,YLL,crude rate,2182.29227590562,2243.76529776211,2305.23831961861,attributable,DI
2012,us,All,All Origins,M,3,nvss,Deaths,absolute number,25029.052895417,25734.0966389499,26439.1403824828,attributable,DI
2012,us,All,All Origins,M,3,nvss,Deaths,age-adjusted rate,13.0768005157526,13.4451610936611,13.8135216715696,attributable,DI
2012,us,All,All Origins,M,3,nvss,Deaths,crude rate,89.2277016167547,91.7411580003253,94.2546143838958,attributable,DI
2012,us,All,All Origins,M,3,nvss,YLL,absolute number,592677.113171052,609372.243119533,626067.373068013,attributable,DI
2012,us,All,All Origins,M,3,nvss,YLL,age-adjusted rate,437.62368848655,449.951116331241,462.278544175933,attributable,DI
2012,us,All,All Origins,M,3,nvss,YLL,crude rate,2112.87326092908,2172.39081757497,2231.90837422086,attributable,DI
2012,us,All,All Origins,M,4,nvss,Deaths,absolute number,7950.78420646585,8174.74995876066,8398.71571105547,attributable,DI
2012,us,All,All Origins,M,4,nvss,Deaths,age-adjusted rate,6.14544236684476,6.31855341943193,6.49166447201911,attributable,DI
2012,us,All,All Origins,M,4,nvss,Deaths,crude rate,38.8085619276252,39.9017608551639,40.9949597827026,attributable,DI
2012,us,All,All Origins,M,4,nvss,YLL,absolute number,193455.278657828,198904.723127063,204354.167596297,attributable,DI
2012,us,All,All Origins,M,4,nvss,YLL,age-adjusted rate,201.258155532454,206.927399350269,212.596643168085,attributable,DI
2012,us,All,All Origins,M,4,nvss,YLL,crude rate,944.274296353405,970.873572307022,997.472848260639,attributable,DI
2012,us,All,All Origins,M,5,nvss,Deaths,absolute number,3054.30540658745,3140.342178604,3226.37895062055,attributable,DI
2012,us,All,All Origins,M,5,nvss,Deaths,age-adjusted rate,8.0761517450904,8.30364897734647,8.53114620960253,attributable,DI
2012,us,All,All Origins,M,5,nvss,Deaths,crude rate,45.2283381637836,46.502375858538,47.7764135532925,attributable,DI
2012,us,All,All Origins,M,5,nvss,YLL,absolute number,76703.7540643775,78864.4231929515,81025.0923215255,attributable,DI
2012,us,All,All Origins,M,5,nvss,YLL,age-adjusted rate,247.874608807212,254.856992153894,261.839375500576,attributable,DI
2012,us,All,All Origins,M,5,nvss,YLL,crude rate,1135.83380357875,1167.82912198942,1199.82444040008,attributable,DI
2012,us,All,All Origins,M,6,nvss,Deaths,absolute number,7106.57229795703,7306.75743311075,7506.94256826447,attributable,DI
2012,us,All,All Origins,M,6,nvss,Deaths,age-adjusted rate,5.76268879727996,5.92501805917517,6.08734732107038,attributable,DI
2012,us,All,All Origins,M,6,nvss,Deaths,crude rate,40.4849779156852,41.6253998288031,42.765821741921,attributable,DI
2012,us,All,All Origins,M,6,nvss,YLL,absolute number,148996.059653484,153193.131756399,157390.203859314,attributable,DI
2012,us,All,All Origins,M,6,nvss,YLL,age-adjusted rate,156.699708658068,161.113784958295,165.527861258522,attributable,DI
2012,us,All,All Origins,M,6,nvss,YLL,crude rate,848.80613771135,872.716169759557,896.626201807764,attributable,DI
2012,us,All,All Origins,M,7,nvss,Deaths,absolute number,4375.13555211831,4498.37880710756,4621.62206209681,attributable,DI
2012,us,All,All Origins,M,7,nvss,Deaths,age-adjusted rate,4.05764174198851,4.17194150936847,4.28624127674843,attributable,DI
2012,us,All,All Origins,M,7,nvss,Deaths,crude rate,40.4311980942416,41.5701050828118,42.709012071382,attributable,DI
2012,us,All,All Origins,M,7,nvss,YLL,absolute number,81994.5915128667,84304.2983160461,86614.0051192254,attributable,DI
2012,us,All,All Origins,M,7,nvss,YLL,age-adjusted rate,105.351818288092,108.319475141278,111.287131994463,attributable,DI
2012,us,All,All Origins,M,7,nvss,YLL,crude rate,757.722711130182,779.067012852159,800.411314574136,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,absolute number,278.74230252015,286.594198365788,294.446094211427,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,age-adjusted rate,106.711930253339,109.71790011963,112.723869985921,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,crude rate,6.345188769062,6.52392648086656,6.70266419267112,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,absolute number,9030.47083823196,9284.85029846384,9539.22975869573,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,age-adjusted rate,2830.77618164863,2910.51635577958,2990.25652991052,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,crude rate,205.566365865651,211.356967721022,217.147569576392,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,absolute number,125.643868415844,129.183132314882,132.72239621392,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,age-adjusted rate,89.1874742458881,91.6997974640821,94.2121206822762,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,crude rate,5.7460259896701,5.90788587670306,6.06974576373602,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,absolute number,3691.44052695625,3795.4247671522,3899.40900734815,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,age-adjusted rate,2278.28679416048,2342.46388695373,2406.64097974699,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,crude rate,168.819326200699,173.574800178183,178.330274155668,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,absolute number,153.113694770822,157.426756595352,161.739818419882,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,age-adjusted rate,126.906062726621,130.480881394977,134.055700063332,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,crude rate,6.93968609548271,7.13517021084842,7.33065432621413,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,absolute number,5339.92752276878,5490.3480163679,5640.76850996703,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,age-adjusted rate,3428.22985637141,3524.79971148046,3621.36956658952,attributable,DI
2012,us,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,crude rate,242.02551467464,248.84313480632,255.660754938,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,absolute number,1723.19266769112,1771.73330621763,1820.27394474414,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,age-adjusted rate,114.410110307548,117.632930316211,120.855750324875,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,crude rate,9.4878137218592,9.75507608022143,10.0223384385837,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,absolute number,40348.9805326907,41485.5715336116,42622.1625345325,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,age-adjusted rate,2650.77432562031,2725.44402493356,2800.11372424681,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,crude rate,222.159494024561,228.417507940746,234.675521856931,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,absolute number,837.60478958933,861.199290704522,884.793791819715,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,age-adjusted rate,93.4095970252053,96.0408532794365,98.6721095336676,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,crude rate,8.84694980112782,9.09615965468072,9.34536950823361,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,absolute number,17637.8729809114,18134.7144733315,18631.5559657515,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,age-adjusted rate,2086.39821921677,2145.17000003978,2203.94178086279,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,crude rate,186.294752370384,191.542491873775,196.790231377166,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,absolute number,885.956715699651,910.913242902458,935.869770105265,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,age-adjusted rate,141.406388578281,145.389667129781,149.372945681282,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,crude rate,10.1899180177554,10.4769579619175,10.7639979060796,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,absolute number,22731.2356991406,23371.552197708,24011.8686962753,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,age-adjusted rate,3338.84617145179,3432.89817628142,3526.95018111105,attributable,DI
2012,us,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,crude rate,261.445535782859,268.810198762658,276.174861742457,attributable,DI
2012,us,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,9381.25925638956,9645.52008051321,9909.78090463686,attributable,DI
2012,us,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,285.680013386667,293.727337707418,301.774662028169,attributable,DI
2012,us,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,21.6914143111644,22.3024400664085,22.9134658216525,attributable,DI
2012,us,Black or African American,All Origins,A,666,nvss,YLL,absolute number,266073.025341116,273568.040139457,281063.054937798,attributable,DI
2012,us,Black or African American,All Origins,A,666,nvss,YLL,age-adjusted rate,7453.67767349809,7663.64042486423,7873.60317623037,attributable,DI
2012,us,Black or African American,All Origins,A,666,nvss,YLL,crude rate,615.215939775689,632.545966248244,649.875992720799,attributable,DI
2012,us,Black or African American,All Origins,F,666,nvss,Deaths,absolute number,4642.84464067598,4773.62899675136,4904.41335282674,attributable,DI
2012,us,Black or African American,All Origins,F,666,nvss,Deaths,age-adjusted rate,231.901082422181,238.433507279144,244.965932136107,attributable,DI
2012,us,Black or African American,All Origins,F,666,nvss,Deaths,crude rate,20.5935607936046,21.1736610976498,21.753761401695,attributable,DI
2012,us,Black or African American,All Origins,F,666,nvss,YLL,absolute number,116492.690271417,119774.174504415,123055.658737412,attributable,DI
2012,us,Black or African American,All Origins,F,666,nvss,YLL,age-adjusted rate,5846.14831428082,6010.82854848592,6175.50878269101,attributable,DI
2012,us,Black or African American,All Origins,F,666,nvss,YLL,crude rate,516.70893273002,531.264113933682,545.819295137345,attributable,DI
2012,us,Black or African American,All Origins,M,666,nvss,Deaths,absolute number,4731.52413920352,4864.80650932193,4998.08887944034,attributable,DI
2012,us,Black or African American,All Origins,M,666,nvss,Deaths,age-adjusted rate,358.382605223145,368.477889877318,378.573174531492,attributable,DI
2012,us,Black or African American,All Origins,M,666,nvss,Deaths,crude rate,22.853637719808,23.4974021626195,24.1411666054309,attributable,DI
2012,us,Black or African American,All Origins,M,666,nvss,YLL,absolute number,149055.200461985,153253.938503168,157452.67654435,attributable,DI
2012,us,Black or African American,All Origins,M,666,nvss,YLL,age-adjusted rate,9439.05396880771,9704.94281299948,9970.83165719124,attributable,DI
2012,us,Black or African American,All Origins,M,666,nvss,YLL,crude rate,719.948467215256,740.228705728361,760.508944241467,attributable,DI
2012,us,White,Hispanic or Latino,A,666,nvss,Deaths,absolute number,4628.21897174656,4758.59133714787,4888.96370254918,attributable,DI
2012,us,White,Hispanic or Latino,A,666,nvss,Deaths,age-adjusted rate,169.856802506446,174.641501168599,179.426199830753,attributable,DI
2012,us,White,Hispanic or Latino,A,666,nvss,Deaths,crude rate,9.74465797615379,10.0191553839328,10.2936527917117,attributable,DI
2012,us,White,Hispanic or Latino,A,666,nvss,YLL,absolute number,133108.349260271,136857.880225349,140607.411190428,attributable,DI
2012,us,White,Hispanic or Latino,A,666,nvss,YLL,age-adjusted rate,4158.51281568588,4275.65402176154,4392.7952278372,attributable,DI
2012,us,White,Hispanic or Latino,A,666,nvss,YLL,crude rate,280.257988057614,288.152579270504,296.047170483395,attributable,DI
2012,us,White,Hispanic or Latino,F,666,nvss,Deaths,absolute number,2106.48624484941,2165.8238855494,2225.16152624938,attributable,DI
2012,us,White,Hispanic or Latino,F,666,nvss,Deaths,age-adjusted rate,134.753525891255,138.549399860022,142.34527382879,attributable,DI
2012,us,White,Hispanic or Latino,F,666,nvss,Deaths,crude rate,8.99364124213826,9.24698324895906,9.50032525577985,attributable,DI
2012,us,White,Hispanic or Latino,F,666,nvss,YLL,absolute number,52230.7035919077,53701.9910170318,55173.278442156,attributable,DI
2012,us,White,Hispanic or Latino,F,666,nvss,YLL,age-adjusted rate,3115.03724069911,3202.78476860613,3290.53229651315,attributable,DI
2012,us,White,Hispanic or Latino,F,666,nvss,YLL,crude rate,222.998944844124,229.280605262268,235.562265680412,attributable,DI
2012,us,White,Hispanic or Latino,M,666,nvss,Deaths,absolute number,2521.05962773301,2592.0753918945,2663.091156056,attributable,DI
2012,us,White,Hispanic or Latino,M,666,nvss,Deaths,age-adjusted rate,212.098930937215,218.073548710095,224.048166482974,attributable,DI
2012,us,White,Hispanic or Latino,M,666,nvss,Deaths,crude rate,10.4725680361563,10.7675699526677,11.0625718691791,attributable,DI
2012,us,White,Hispanic or Latino,M,666,nvss,YLL,absolute number,80828.9955549004,83105.8686691229,85382.7417833455,attributable,DI
2012,us,White,Hispanic or Latino,M,666,nvss,YLL,age-adjusted rate,5316.53892917641,5466.30058915322,5616.06224913002,attributable,DI
2012,us,White,Hispanic or Latino,M,666,nvss,YLL,crude rate,335.766415808279,345.224624704287,354.682833600295,attributable,DI
2012,us,White,Not Hispanic or Latino,A,666,nvss,Deaths,absolute number,48127.0479212886,49482.7394120291,50838.4309027697,attributable,DI
2012,us,White,Not Hispanic or Latino,A,666,nvss,Deaths,age-adjusted rate,171.384920058404,176.212664285401,181.040408512398,attributable,DI
2012,us,White,Not Hispanic or Latino,A,666,nvss,Deaths,crude rate,23.9796450805242,24.655128040539,25.3306110005537,attributable,DI
2012,us,White,Not Hispanic or Latino,A,666,nvss,YLL,absolute number,974175.858158533,1001617.43162779,1029059.00509704,attributable,DI
2012,us,White,Not Hispanic or Latino,A,666,nvss,YLL,age-adjusted rate,4227.22882546708,4346.3056937901,4465.38256211311,attributable,DI
2012,us,White,Not Hispanic or Latino,A,666,nvss,YLL,crude rate,485.390073433602,499.063033248633,512.735993063664,attributable,DI
2012,us,White,Not Hispanic or Latino,F,666,nvss,Deaths,absolute number,24372.713131511,25059.2684309902,25745.8237304694,attributable,DI
2012,us,White,Not Hispanic or Latino,F,666,nvss,Deaths,age-adjusted rate,140.719301813859,144.683225808615,148.647149803372,attributable,DI
2012,us,White,Not Hispanic or Latino,F,666,nvss,Deaths,crude rate,23.9159721142263,24.5896614695566,25.2633508248869,attributable,DI
2012,us,White,Not Hispanic or Latino,F,666,nvss,YLL,absolute number,433540.851806819,445753.270167574,457965.68852833,attributable,DI
2012,us,White,Not Hispanic or Latino,F,666,nvss,YLL,age-adjusted rate,3339.59461037222,3433.66769798834,3527.74078560446,attributable,DI
2012,us,White,Not Hispanic or Latino,F,666,nvss,YLL,crude rate,425.416360757329,437.399920215282,449.383479673235,attributable,DI
2012,us,White,Not Hispanic or Latino,M,666,nvss,Deaths,absolute number,23753.034967617,24422.1345441696,25091.2341207222,attributable,DI
2012,us,White,Not Hispanic or Latino,M,666,nvss,Deaths,age-adjusted rate,206.625877798023,212.446325059939,218.266772321855,attributable,DI
2012,us,White,Not Hispanic or Latino,M,666,nvss,Deaths,crude rate,24.0440132110964,24.7213093578878,25.3986055046793,attributable,DI
2012,us,White,Not Hispanic or Latino,M,666,nvss,YLL,absolute number,540170.265254739,555386.329064732,570602.392874724,attributable,DI
2012,us,White,Not Hispanic or Latino,M,666,nvss,YLL,age-adjusted rate,5186.71140997116,5332.81595673092,5478.92050349067,attributable,DI
2012,us,White,Not Hispanic or Latino,M,666,nvss,YLL,crude rate,546.787432079016,562.189894954481,577.592357829946,attributable,DI
